"ProcedureCall","PackageName","Status","Methods","Modules","ReadObjects","WriteObjects","ObjectRefs","MappingFound"
"PKG_AR.P_GET_PARA_DETAILS_FOR_AUTHORIZE","PKG_AR","Confirmed Active","GetObservationsForMangeAuditParasForAuthorization","FAD","AIS_T_AU_POST_COMPLIANCE; T_RISK; T_AU_OBSERVATION_UPDATED_REFERENCE; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_ANNEXURE; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","","T_CURSOR; AIS_T_AU_POST_COMPLIANCE; T_RISK; T_AU_OBSERVATION_UPDATED_REFERENCE; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_ANNEXURE; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","True"
"PKG_AR.P_GET_PARA_CHANGES_FOR_AUTHORIZE","PKG_AR","Confirmed Active","GetProposedChangesInManageParasAuth","FAD","T_AU_OBSERVATION_UPDATED_REFERENCE; T_AUDIT_CHECKLIST_ANNEXURE; T_RISK","","T_CURSOR; T_AU_OBSERVATION_UPDATED_REFERENCE; T_AUDIT_CHECKLIST_ANNEXURE; T_RISK","True"
"PKG_FAD.P_SEARCHREFERENCES","PKG_FAD","Confirmed Active","SearchReferences","FAD","T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","","T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","True"
"PKG_FAD.P_GETENTITYTASKSUMMARY","PKG_FAD","Confirmed Active","GetEntityTaskSummary","FAD","YOUR; T_AU_TBL_ALLOCATIONS; T_AUDITEE_ENTITIES; AIS_T_AU_POST_COMPLIANCE","","T_AU_TBL_ALLOCATIONS; T_AUDITEE_ENTITIES; T_ENTITIES; AIS_T_AU_POST_COMPLIANCE","True"
"PKG_FAD.P_GETPARAREFERENCES","PKG_FAD","Likely Active","GetParaReferenceLinks; GetParaReferences","FAD","TBL_PARA_REFERENCE_LINKS","REFERENCE","TBL_PARA_REFERENCE_LINKS","True"
"PKG_FAD.P_GETPARATEXT","PKG_FAD","Confirmed Active","Get_All_Para_Text; GetParaText","FAD","V_GET_ALL_PARA_TEXT_FOR_REFERENCE","","V_GET_ALL_PARA_TEXT_FOR_REFERENCE","True"
"PKG_FAD.P_MANAGEREFERENCE","PKG_FAD","Low-Confidence / Needs Verification","private","FAD","T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR; TBL_PARA_REFERENCE_LINKS; DUAL","T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR; TBL_PARA_REFERENCE_LINKS; AIS_T_AU_POST_COMPLIANCE","T_CURSOR; V_TOTAL_LINKS; V_NEW_REF_ID; V_FINAL_REF_ID; T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR; TBL_PARA_REFERENCE_LINKS; AIS_T_AU_POST_COMPLIANCE","True"
"PKG_FAD.P_GET_PARA_STATUS_REQUEST","PKG_FAD","Confirmed Active","GETPARASTATUSCHANGEREQUEST","FAD","AIS_T_AU_POST_COMPLIANCE; T_RISK; T_AUDIT_CHECKLIST_ANNEXURE; AIS_T_PARA_STATUS_CHANGE_LOG","","AIS_T_AU_POST_COMPLIANCE; T_RISK; T_AUDIT_CHECKLIST_ANNEXURE; AIS_T_PARA_STATUS_CHANGE_LOG","True"
"PKG_FAD.P_ADD_PARA_STATUS_CHANGE","PKG_FAD","Confirmed Active","ADDPARASTATUSCHANGEREQUEST","FAD","AIS_T_AU_POST_COMPLIANCE; DUAL","AIS_T_PARA_STATUS_CHANGE_LOG","V_OLD_STATUS; AIS_T_AU_POST_COMPLIANCE; AIS_T_PARA_STATUS_CHANGE_LOG","True"
"PKG_FAD.P_GET_PARA_STATUS_AUTHORIZATION","PKG_FAD","Confirmed Active","GETPARASTATUSAUTHORIZATION","FAD","AIS_T_PARA_STATUS_CHANGE_LOG; AIS_T_AU_POST_COMPLIANCE","","AIS_T_PARA_STATUS_CHANGE_LOG; AIS_T_AU_POST_COMPLIANCE","True"
"PKG_FAD.P_GET_IAS_PARA_TEXT","PKG_FAD","Confirmed Active","GetIASParaText","FAD","V_GET_IAS_PARA_TEXT","","V_GET_IAS_PARA_TEXT","True"
"PKG_FAD.P_AUTHORIZE_PARA_STATUS_CHANGE","PKG_FAD","Confirmed Active","AUTHORIZEPARASTATUSCHANGEREQUEST","FAD","AIS_T_PARA_STATUS_CHANGE_LOG; V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE; AIS_T_AU_POST_COMPLIANCE_HISTORY; T_GROUPS; DUAL","THE; AIS_T_PARA_STATUS_CHANGE_LOG; COMPLIANCE; AIS_T_AU_POST_COMPLIANCE; HISTORY; AIS_T_AU_POST_COMPLIANCE_HISTORY","V_COM_ID; V_NEW_STATUS; V_ACTION; V_ROLE_ID; V_STATUS_ID; V_CYCLE; V_MAKER_REMARKS; V_DIRECTION; AIS_T_PARA_STATUS_CHANGE_LOG; V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE; AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_HISTORY; T_GROUPS","True"
"PKG_FAD.P_GET_ROLE_RESPONSIBLE","PKG_FAD","Confirmed Active","GetRoleResponsibleForChecklistDetail","FAD","T_AU_ACTIVITY_LOG; T_HR_DESIGNATIONS","T_AU_ACTIVITY_LOG","T_CURSOR; T_AU_ACTIVITY_LOG; T_HR_DESIGNATIONS","True"
"PKG_FAD.P_GET_PROCESS_OWNER","PKG_FAD","Confirmed Active","GetProcOwnerForChecklistDetail","FAD","T_AU_ACTIVITY_LOG; T_AUDITEE_ENTITIES","T_AU_ACTIVITY_LOG","T_CURSOR; T_AU_ACTIVITY_LOG; T_AUDITEE_ENTITIES","True"
"PKG_FAD.P_GET_VIOLATIONS","PKG_FAD","Confirmed Active","GetViolationsForChecklistDetail","FAD","T_R_SUB_GROUP","","T_CURSOR; T_R_SUB_GROUP","True"
"PKG_FAD.P_GETNEWPARASFORRESPONSEAUTHORIZE","PKG_FAD","Confirmed Active","GetCurrentParasForStatusChangeRequestAuthorize","FAD","T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_PERIOD; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION_STATUS; T_AU_NEW_PARAS_STATUS_CHANGE_LOG; T_RISK; T_AUDITEE_ENTITIES_MAPING_FAD","","T_CURSOR; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_PERIOD; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION_STATUS; T_AU_NEW_PARAS_STATUS_CHANGE_LOG; T_RISK; T_AUDITEE_ENTITIES_MAPING_FAD","True"
"PKG_FAD.P_GETENTITIESFORLEGACYPARA","PKG_FAD","Likely Active","GetLegacyParasEntitiesFAD","FAD","T_AU_OLD_PARAS_FAD; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_FAD","","T_CURSOR; T_AU_OLD_PARAS_FAD; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_FAD","True"
"PKG_FAD.P_GET_SETTLED_PARA_ENTITIES","PKG_FAD","Confirmed Active","GetSettledParasEntitiesForMonitoringFAD","FAD","V_P_GET_SETTLED_PARA_DETAILS; T_AUDITEE_ENTITIES; T_AU_POST_COMPLIANCE_SETTLEMETMENT_HISTORY; T_AUDITEE_ENTITIES_MAPING_FAD","","T_CURSOR; V_P_GET_SETTLED_PARA_DETAILS; T_AUDITEE_ENTITIES; T_AU_POST_COMPLIANCE_SETTLEMETMENT_HISTORY; T_AUDITEE_ENTITIES_MAPING_FAD","True"
"PKG_FAD.P_GETLEAGACYOBSERVATIONS","PKG_FAD","Confirmed Active","GetLegacyParasForUpdateFAD","FAD","T_AU_ERROR_LOGS; DUAL; T_AU_OLD_PARAS_FAD; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_FAD; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OLD_AUDIT_NATURE; T_AU_DATA_VALIDATION_FAD_LOG","T_AU_ERROR_LOGS; T_AU_DATA_VALIDATION_FAD_LOG","T_CURSOR; T_AU_ERROR_LOGS; T_AU_OLD_PARAS_FAD; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_FAD; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OLD_AUDIT_NATURE; T_AU_DATA_VALIDATION_FAD_LOG","True"
"PKG_FAD.P_ADD_PARA_RESPONSIBILITY","PKG_FAD","Confirmed Active","AddResponsibilityToLegacyParasFAD; UpdateLegacyParasWithResponsibilityFAD","FAD","T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED; DUAL","T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED; T_AU_OLD_PARAS_FAD_LOG","T_CURSOR; T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED; T_AU_OLD_PARAS_FAD_LOG","True"
"PKG_FAD.P_REVIEWED_LEGACY_PARA","PKG_FAD","Confirmed Active","UpdateLegacyParasWithResponsibilityNoChanges","FAD","T_AU_REMARKS; T_AU_ERROR_LOGS; DUAL","T_AU_OLD_PARAS_FAD; T_AU_DATA_VALIDATION_FAD_LOG; T_AU_ERROR_LOGS","T_CURSOR; T_AU_OLD_PARAS_FAD; T_AU_DATA_VALIDATION_FAD_LOG; T_AU_REMARKS; T_AU_ERROR_LOGS","True"
"PKG_FAD.P_UPDATE_LEGACY_PARA_TEXT","PKG_FAD","Confirmed Active","UpdateLegacyParasWithResponsibilityFAD","FAD","T_AU_REMARKS; T_AU_ERROR_LOGS; DUAL","T_AU_OLD_PARAS_FAD_TEXT; T_AU_OLD_PARAS_FAD; T_AU_DATA_VALIDATION_FAD_LOG; T_AU_ERROR_LOGS","T_CURSOR; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OLD_PARAS_FAD; T_AU_DATA_VALIDATION_FAD_LOG; T_AU_REMARKS; T_AU_ERROR_LOGS","True"
"PKG_FAD.P_AUTHORIZECHANGESTATUSREQUESTFORSETTLEDPARA_NEW","PKG_FAD","Confirmed Active","AuthorizerAddChangeStatusRequestForSettledPara","FAD","T_AU_NEW_PARAS_STATUS_CHANGE_LOG; T_AU_OBSERVATION; AIS_T_AU_POST_COMPLIANCE; DUAL","T_AU_OBSERVATION; T_AU_NEW_PARAS_STATUS_CHANGE_LOG; AIS_T_AU_POST_COMPLIANCE","T_CURSOR; V_F; T_F; T_AU_NEW_PARAS_STATUS_CHANGE_LOG; T_AU_OBSERVATION; AIS_T_AU_POST_COMPLIANCE","True"
"PKG_FAD.P_AUTHORIZECHANGESTATUSREQUESTFORSETTLEDPARA","PKG_FAD","Confirmed Active","AddAuthorizeChangeStatusRequestForSettledPara","FAD","AIS_COMP; T_AU_OLD_PARAS_FAD; AIS_T_AU_POST_COMPLIANCE; DUAL; T_AU_OLD_PARAS_FAD_STATUS_CHANGE_LOG","T_AU_OLD_PARAS_FAD_STATUS_CHANGE_LOG; PARA; T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION_OLD_CAD_PARAS; AIS_T_AU_POST_COMPLIANCE","T_CURSOR; T_AU_OLD_PARAS_FAD; AIS_T_AU_POST_COMPLIANCE; T_AU_OLD_PARAS_FAD_STATUS_CHANGE_LOG; T_AU_OBSERVATION_OLD_CAD_PARAS","True"
"PKG_FAD.P_GETOLDPARASFORRESPONSEAUTHORIZE","PKG_FAD","Confirmed Active","GetOldSettledParasForResponseAuthorize","FAD","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OLD_PARAS_FAD_STATUS_CHANGE_LOG; T_AU_OLD_PARAS_FAD; T_AUDIT_CHECKLIST_DETAILS; T_AUDITEE_ENTITIES_MAPING_FAD","","T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OLD_PARAS_FAD_STATUS_CHANGE_LOG; T_AU_OLD_PARAS_FAD; T_AUDIT_CHECKLIST_DETAILS; T_AUDITEE_ENTITIES_MAPING_FAD","True"
"PKG_FAD.P_GET_LEGACY_PARA_RESPONSIBLES","PKG_FAD","Likely Active","GetLegacyParaResponsiblePersonsFAD","FAD","T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED; V_SERVICE_EMPLOYEEINFO","","T_CURSOR; T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED; V_SERVICE_EMPLOYEEINFO","True"
"PKG_FAD.P_DELETE_PARA_RESPONSIBILITY","PKG_FAD","Confirmed Active","DeleteLegacyParaResponsibility","FAD","DUAL","T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED","T_CURSOR; T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED","True"
"PKG_FAD.P_REFERBACK_LEGACY_PARA","PKG_FAD","Confirmed Active","ReferBackLegacyPara","FAD","AUDIT; DUAL; T_AU_REMARKS; T_AU_ERROR_LOGS","T_AU_OLD_PARAS_FAD; T_AU_DATA_VALIDATION_FAD_LOG; T_AU_ERROR_LOGS","T_CURSOR; T_AU_OLD_PARAS_FAD; T_AU_DATA_VALIDATION_FAD_LOG; T_AU_REMARKS; T_AU_ERROR_LOGS","True"
"PKG_FAD.P_GET_AUDITEE_PARENT_FAD","PKG_FAD","Confirmed Active","GetZonesForAnnexureAssignment","FAD","T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_FAD; T_AUDITEE_ENTITIES_MAPING; V_ALL_OUTASTANDING_PARAS_FAD; SYSDATE","","T_CURSOR; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_FAD; T_AUDITEE_ENTITIES_MAPING; V_ALL_OUTASTANDING_PARAS_FAD","True"
"PKG_FAD.P_GET_AUDITEE_CHILD_FAD","PKG_FAD","Confirmed Active","GetZoneBranchesForAnnexureAssignment","FAD","T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_FAD; T_AUDITEE_ENTITIES_MAPING; V_ALL_OUTASTANDING_PARAS_FAD; SYSDATE","","T_CURSOR; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_FAD; T_AUDITEE_ENTITIES_MAPING; V_ALL_OUTASTANDING_PARAS_FAD","True"
"PKG_FAD.P_GET_ALL_PARAS_FAD","PKG_FAD","Confirmed Active","GetAllParasForAnnexureAssignment","FAD","V_ALL_OUTASTANDING_PARAS_FAD; T_AUDIT_CHECKLIST_ANNEXURE; SYSDATE","","T_CURSOR; V_ALL_OUTASTANDING_PARAS_FAD; T_AUDIT_CHECKLIST_ANNEXURE","True"
"PKG_FAD.P_UPDATE_PARAS_ANNEX_FAD","PKG_FAD","Confirmed Active","AssignAnnexureWithPara","FAD","DUAL","T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION","T_CURSOR; T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION","True"
"PKG_FAD.P_PARA_SHIFTING","PKG_FAD","Confirmed Active","ParaShiftedTo","FAD","T_AUDITEE_ENTITIES; DUAL","T_AU_OBSERVATION; T_AU_OBSERVATION_ASSIGNEDTO; AIS_T_AU_POST_COMPLIANCE; T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION_OLD_CAD_PARAS","T_CURSOR; T_AUDITEE_ENTITIES; T_AU_OBSERVATION; T_AU_OBSERVATION_ASSIGNEDTO; AIS_T_AU_POST_COMPLIANCE; T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION_OLD_CAD_PARAS","True"
"PKG_FAD.P_GET_SETTLED_PARA_DETAILS","PKG_FAD","Confirmed Active","GetSettledParasForMonitoring","FAD","V_P_GET_SETTLED_PARA_DETAILS","","T_CURSOR; V_P_GET_SETTLED_PARA_DETAILS","True"
"PKG_FAD.P_GET_SETTLED_PARA_DETAILS_PARA_COMPLIANCE","PKG_FAD","Confirmed Active","GetSettledParaComplianceHistory; SaveSettledParaCompliacne","FAD","T_AU_POST_COMPLIANCE_SETTLEMETMENT_HISTORY; T_AUDITEE_ENTITIES_MAPING_FAD; T_AU_OLD_PARAS_POST_COMPLIANCE_HISTORY; V_SERVICE_EMPLOYEEINFO; T_HR_DESIGNATIONS","","T_CURSOR; T_AU_POST_COMPLIANCE_SETTLEMETMENT_HISTORY; T_AUDITEE_ENTITIES_MAPING_FAD; T_AU_OLD_PARAS_POST_COMPLIANCE_HISTORY; V_SERVICE_EMPLOYEEINFO; T_HR_DESIGNATIONS","True"
"PKG_FAD.P_GET_AUDIT_ENGAGEMENT","PKG_FAD","Confirmed Active","GetEngagementDetailsForFadReview","FAD","T_AU_TEAM_MEMBERS; T_AU_PLAN_ENG; T_AU_PERIOD; T_AU_PLAN; T_AU_PLAN_ENG_STATUS; T_AU_AUDIT_TEAMS; T_AUDIT_REPORTS","","T_CURSOR; T_AU_TEAM_MEMBERS; T_ID; T_AU_PLAN_ENG; T_AU_PERIOD; T_AU_PLAN; T_AU_PLAN_ENG_STATUS; T_AU_AUDIT_TEAMS; T_AUDIT_REPORTS","True"
"PKG_FAD.P_GET_AUDIT_GLANCE","PKG_FAD","Confirmed Active","GetAuditDetailsFAD","FAD","T_AU_OBSERVATION; T_AU_OBSERVATION_STATUS; T_RISK; T_AU_OBSERVATION_TEXT","","T_CURSOR; T_AU_OBSERVATION; T_AU_OBSERVATION_STATUS; T_RISK; T_AU_OBSERVATION_TEXT","True"
"PKG_FAD.P_GET_AUDIT_OBSERVTION","PKG_FAD","Confirmed Active","GetObservationDetailsForReport","FAD","T_AU_OBSERVATION; T_AU_OBSERVATION_STATUS; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION_TEXT; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_ANNEXURE; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_REPLY; T_AU_OBSERVATION_FINAL_RECCOMENDATION; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION","","T_CURSOR; T_AU_OBSERVATION; T_AU_OBSERVATION_STATUS; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION_TEXT; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_ANNEXURE; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_ID; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_REPLY; T_AU_OBSERVATION_FINAL_RECCOMENDATION; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION","True"
"PKG_FAD.P_GET_AUDIT_REPORT","PKG_FAD","Confirmed Active","GetAuditReportForFadReview","FAD","T_AUDIT_REPORTS","","T_CURSOR; T_AUDIT_REPORTS","True"
"PKG_FAD.P_GET_REFERENCE_MASTER_DETAIL","PKG_FAD","Confirmed Active","GetReferenceMasterDetail","FAD","VW_REFERENCE_MASTER_DETAIL","","","True"
"PKG_FAD.P_GET_MANUAL_MASTER","PKG_FAD","Confirmed Active","GetObservationManualMaster","FAD","T_MANUAL_MASTER","","T_MANUAL_MASTER","True"
"PKG_FAD.P_GET_MANUAL_SECTIONS","PKG_FAD","Confirmed Active","GetObservationManualSections","FAD","T_MANUAL_INDEX","","T_MANUAL_INDEX","True"
"PKG_FAD.P_GET_MANUAL_CHAPTERS","PKG_FAD","Confirmed Active","GetObservationManualChapters","FAD","T_MANUAL_INDEX","","T_MANUAL_INDEX","True"
"PKG_FAD.P_GET_MANUAL_REFERENCE_GRID","PKG_FAD","Confirmed Active","GetObservationManualReferenceGrid","FAD","VW_REFERENCE_MASTER_DETAIL","","","True"
"PKG_FAD.P_GET_REFERENCE_DETAIL_BY_ID","PKG_FAD","Confirmed Active","GetReferenceDetailByRefId","FAD","VW_REFERENCE_MASTER_DETAIL","","","True"
"PKG_FAD_RISK.P_SAVE_KPI_MAIN","PKG_FAD_RISK","Confirmed Active","P_SAVE_KPI_MAIN","FAD.Risk","","T_RISK_FAD_KPI_MAIN","V_ID; T_RISK_FAD_KPI_MAIN","True"
"PKG_FAD_RISK.P_SAVE_KPI_SUB","PKG_FAD_RISK","Confirmed Active","P_SAVE_KPI_SUB","FAD.Risk","","T_RISK_FAD_KPI_SUB","V_ID; V_NAME_COL; V_ACTIVE_COL; V_SQL; T_RISK_FAD_KPI_SUB","True"
"PKG_FAD_RISK.P_SAVE_PROCESS","PKG_FAD_RISK","Confirmed Active","P_SAVE_PROCESS","FAD.Risk","","T_RISK_FAD_PROCESS","V_ID; T_RISK_FAD_PROCESS","True"
"PKG_FAD_RISK.P_SAVE_SUB_PROCESS","PKG_FAD_RISK","Confirmed Active","P_SAVE_SUB_PROCESS","FAD.Risk","","T_RISK_FAD_SUB_PROCESS","V_ID; T_RISK_FAD_SUB_PROCESS","True"
"PKG_FAD_RISK.P_SAVE_ANNEXURE","PKG_FAD_RISK","Confirmed Active","P_SAVE_ANNEXURE","FAD.Risk","","T_RISK_FAD_ANNEXURE","V_ID; T_RISK_FAD_ANNEXURE","True"
"PKG_FAD_RISK.P_SAVE_SUBPROC_ANNEX","PKG_FAD_RISK","Confirmed Active","P_SAVE_SUBPROC_ANNEX","FAD.Risk","DUAL","T_RISK_FAD_SUBPROC_ANNEX; SET","T_RISK_FAD_SUBPROC_ANNEX","True"
"PKG_FAD_RISK.P_GET_KPI_MAIN","PKG_FAD_RISK","Confirmed Active","P_GET_KPI_MAIN","FAD.Risk","T_RISK_FAD_KPI_MAIN","","T_CURSOR; T_RISK_FAD_KPI_MAIN","True"
"PKG_FAD_RISK.P_GET_KPI_SUB","PKG_FAD_RISK","Confirmed Active","P_GET_KPI_SUB","FAD.Risk","T_RISK_FAD_KPI_SUB","","T_CURSOR; V_NAME_COL; V_ACTIVE_COL; V_SQL; T_RISK_FAD_KPI_SUB","True"
"PKG_FAD_RISK.P_GET_PROCESS","PKG_FAD_RISK","Confirmed Active","P_GET_PROCESS","FAD.Risk","T_RISK_FAD_PROCESS","","T_CURSOR; T_RISK_FAD_PROCESS","True"
"PKG_FAD_RISK.P_GET_SUB_PROCESS","PKG_FAD_RISK","Confirmed Active","P_GET_SUB_PROCESS","FAD.Risk","T_RISK_FAD_SUB_PROCESS","","T_CURSOR; T_RISK_FAD_SUB_PROCESS","True"
"PKG_FAD_RISK.P_GET_ANNEXURE","PKG_FAD_RISK","Low-Confidence / Needs Verification","P_GET_ANNEXURE","FAD.Risk","T_RISK_FAD_ANNEXURE","","T_CURSOR; T_RISK_FAD_ANNEXURE","True"
"PKG_FAD_RISK.P_GET_SUBPROC_ANNEX","PKG_FAD_RISK","Confirmed Active","P_GET_SUBPROC_ANNEX","FAD.Risk","T_RISK_FAD_SUBPROC_ANNEX","","T_CURSOR; T_RISK_FAD_SUBPROC_ANNEX","True"
"PKG_FAD_RISK.P_GET_GRAVITY","PKG_FAD_RISK","Confirmed Active","P_GET_GRAVITY","FAD.Risk","T_RISK_FAD_GRAVITY","","T_CURSOR; V_ACTIVE_COL; V_SQL; T_RISK_FAD_GRAVITY","True"
"PKG_FRPT.P_GET_REPORT_ENTITY","PKG_FRPT","Confirmed Active","GetReportEntities","FRPT","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES","","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES","True"
"PKG_FRPT.P_IS_REPORT_FINAL","PKG_FRPT","Confirmed Active","IsFieldAuditReportFinal","FRPT","","","","True"
"PKG_FRPT.P_GET_REPORT_OVERVIEW","PKG_FRPT","Confirmed Active","GetFieldAuditReportOverview","FRPT","MAPPING; PERIOD; PLAN; T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAM_TASKLIST; T_AU_PLAN_ENG; T_FRPT_REPORT_META; T_AU_PERIOD; T_AUDITEE_ENTITIES_MAPING; DUAL","","T_CURSOR; V_ENTITY_ID; T_AU_TEAM_MEMBERS; T_ID; T_AU_AUDIT_TEAM_TASKLIST; T_AU_PLAN_ENG; T_FRPT_REPORT_META; T_AU_PERIOD; T_AUDITEE_ENTITIES_MAPING; T_FRPT_SECTION_MASTER; T_FRPT_TEXT_BLOCKS","True"
"PKG_FRPT.P_GET_NARRATIVE_SECTIONS","PKG_FRPT","Confirmed Active","GetFieldAuditNarrativeSections","FRPT","T_FRPT_SECTION_MASTER; T_FRPT_TEXT_BLOCKS","","T_CURSOR; T_FRPT_SECTION_MASTER; T_FRPT_TEXT_BLOCKS","True"
"PKG_FRPT.P_GET_OBSERVATION_COUNT","PKG_FRPT","Confirmed Active","GetFieldAuditObservationCount","FRPT","T_AU_OBSERVATION","","T_CURSOR; T_AU_OBSERVATION","True"
"PKG_FRPT.P_GET_OBSERVATION_DETAILS","PKG_FRPT","Confirmed Active","GetFieldAuditObservationDetails","FRPT","T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_AUDIT_CHECKLIST_ANNEXURE; T_RISK; T_AU_OBSERVATION_FINAL_RECCOMENDATION; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_REPLY; T_FRPT_PARA_NARRATIVE","","T_CURSOR; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_AUDIT_CHECKLIST_ANNEXURE; T_RISK; T_AU_OBSERVATION_FINAL_RECCOMENDATION; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_REPLY; T_FRPT_PARA_NARRATIVE","True"
"PKG_FRPT.P_SAVE_PARA_NARRATIVE","PKG_FRPT","Low-Confidence / Needs Verification","public","FRPT","T_AU_OBSERVATION; DUAL; T_FRPT_PARA_NARRATIVE","T_FRPT_PARA_NARRATIVE; REQUIRED","V_EXISTS; V_FINALIZED; V_UPD_REQ; V_ACTION; T_AU_OBSERVATION; T_FRPT_PARA_NARRATIVE","True"
"PKG_FRPT.P_SAVE_TEXT_BLOCK","PKG_FRPT","Confirmed Active","SaveFieldAuditTextBlock; SaveManReportTextBlock","FRPT; MANRPT","T_FRPT_TEXT_BLOCKS","ONE; T_FRPT_TEXT_BLOCKS","V_ID; T_FRPT_TEXT_BLOCKS; T_FRPT_KPI_SNAPSHOT","True"
"PKG_FRPT.P_GET_STAFF_DESIGNATIONS","PKG_FRPT","Confirmed Active","GetStaffDesignationOptions","FRPT","V_FRPT_STAFF_DESIGNATIONS","","V_FRPT_STAFF_DESIGNATIONS","True"
"PKG_FRPT.P_GET_KPI_OPTIONS","PKG_FRPT","Confirmed Active","GetKpiOptions","FRPT","V_FRPT_KPI_OPTIONS","","V_FRPT_KPI_OPTIONS","True"
"PKG_FRPT.P_GET_NPL_CATEGORIES","PKG_FRPT","Confirmed Active","GetNplCategoryOptions","FRPT","V_FRPT_NPL_CATEGORIES","","V_FRPT_NPL_CATEGORIES","True"
"PKG_FRPT.P_GET_KPI_SNAPSHOT","PKG_FRPT","Confirmed Active","GetFieldAuditKpiSnapshots","FRPT","T_FRPT_KPI_SNAPSHOT","","T_CURSOR; T_FRPT_KPI_SNAPSHOT","True"
